date,country,course,off_time,race_name,race_type,race_class,distance,distance_furlongs,going,surface,number_of_runners,card_number,position,draw,horse_id,horse,age,sex,weight_carried_lbs,sp_dec,jockey,trainer,prize,official_rating,sire,dam,damsire
2023-06-22,IRE,Leopardstown,19:50,Vintage Voyager Maiden,Flat,nan,1m5f,13f,Good,Turf,12,12,1.0,3,5132222,Waltham (GB),3,C,134,5.0,Colin Keane,G M Lyons,,,Roaring Lion (USA),Ruscombe (GB),Dansili
2023-06-22,IRE,Leopardstown,19:50,Vintage Voyager Maiden,Flat,nan,1m5f,13f,Good,Turf,12,5,2.0,6,4568935,King Leodegrance (IRE),3,C,134,5.5,Seamie Heffernan,A P OBrien,,,Camelot (GB),Empowering (IRE),Encosta De Lago
2023-06-22,IRE,Leopardstown,19:50,Vintage Voyager Maiden,Flat,nan,1m5f,13f,Good,Turf,12,13,3.0,13,4686993,Eziva (IRE),3,F,129,6.0,Chris Hayes,D K Weld,,,Medaglia dOro (USA),Eziyra (IRE),Teofilo
2023-06-22,IRE,Leopardstown,19:50,Vintage Voyager Maiden,Flat,nan,1m5f,13f,Good,Turf,12,3,4.0,1,4686984,Catani Gardens (IRE),3,C,134,8.5,Mikey Sheehy,Joseph Patrick OBrien,,,Camelot (GB),Silver Rain (FR),Rainbow Quest
2023-06-22,IRE,Leopardstown,19:50,Vintage Voyager Maiden,Flat,nan,1m5f,13f,Good,Turf,12,7,5.0,7,4967853,Open To Question (USA),3,G,134,5.5,Gary Carroll,Noel Meade,,,Noble Mission (GB),Pick And Choose (USA),Street Cry
2023-06-22,IRE,Leopardstown,19:50,Vintage Voyager Maiden,Flat,nan,1m5f,13f,Good,Turf,12,10,6.0,2,4522961,Teorie (IRE),3,C,134,8.5,Rory Cleary,J S Bolger,,,Teofilo (IRE),Bobailin (IRE),Vocalised
2023-06-22,IRE,Leopardstown,19:50,Vintage Voyager Maiden,Flat,nan,1m5f,13f,Good,Turf,12,1,7.0,4,5132220,Balnarring Beach (IRE),3,G,134,12.0,Declan McDonogh,Joseph Patrick OBrien,,,Sea The Stars (IRE),Oh Sedulous (IRE),Lawman
2023-06-22,IRE,Leopardstown,19:50,Vintage Voyager Maiden,Flat,nan,1m5f,13f,Good,Turf,12,8,8.0,9,5005733,Red Special (USA),3,G,134,34.0,Leigh Roche,W McCreery,,,American Pharoah (USA),Bansuri (USA),Mizzen Mast
2023-06-22,IRE,Leopardstown,19:50,Vintage Voyager Maiden,Flat,nan,1m5f,13f,Good,Turf,12,9,9.0,10,4568940,Savigny (IRE),3,G,134,51.0,Ben Coen,Henry De Bromhead,,77.0,Profitable (IRE),Fascination (IRE),Galileo
2023-06-22,IRE,Leopardstown,19:50,Vintage Voyager Maiden,Flat,nan,1m5f,13f,Good,Turf,12,6,10.0,12,4728070,Market House (IRE),3,G,134,126.0,J M Sheridan,Barry Connell,,,Tamayuz (GB),Saree (GB),Barathea
2023-06-22,IRE,Leopardstown,19:50,Vintage Voyager Maiden,Flat,nan,1m5f,13f,Good,Turf,12,4,11.0,8,4967850,Dubawi Delight (GB),3,G,131,12.0,Scott McCullagh,Mrs John Harrington,,,Dubawi (IRE),Attraction (GB),Efisio
2023-06-22,IRE,Leopardstown,19:50,Vintage Voyager Maiden,Flat,nan,1m5f,13f,Good,Turf,12,11,12.0,5,4857570,Vista Baby (FR),3,G,134,81.0,Andrew Slattery,Andrew Slattery,,,Iffraaj (GB),Isla Vista (FR),Sulamani
2023-06-23,IRE,Down Royal,19:45,Freixenet Pro Median Auction Maiden (IRE Incentive Race),Flat,nan,7f,7f,Good,Turf,14,10,1.0,2,5009824,Lia Fail (IRE),2,F,117,26.0,Sean Bird,Michael Mulvany,,,Inns Of Court (IRE),Balqaa (USA),Invasor
2023-06-23,IRE,Down Royal,19:45,Freixenet Pro Median Auction Maiden (IRE Incentive Race),Flat,nan,7f,7f,Good,Turf,14,9,2.0,7,5100007,Harry The Rogue (IRE),2,G,128,9.5,Andrew Slattery,Andrew Slattery,,,The Gurkha (IRE),Madeira Moon (IRE),Invincible Spirit
2023-06-23,IRE,Down Royal,19:45,Freixenet Pro Median Auction Maiden (IRE Incentive Race),Flat,nan,7f,7f,Good,Turf,14,3,3.0,11,5127970,States Evidence (GB),2,C,134,4.0,Gary Carroll,G M Lyons,,,Expert Eye (GB),Palmette (GB),Oasis Dream
2023-06-23,IRE,Down Royal,19:45,Freixenet Pro Median Auction Maiden (IRE Incentive Race),Flat,nan,7f,7f,Good,Turf,14,6,4.0,14,5043828,Vangelis (IRE),2,G,130,67.0,J M Sheridan,Jack W Davison,,,Highland Reel (IRE),La Gommeuse (IRE),Zamindar
2023-06-23,IRE,Down Royal,19:45,Freixenet Pro Median Auction Maiden (IRE Incentive Race),Flat,nan,7f,7f,Good,Turf,14,13,5.0,6,5005725,Blame Thechampagne (IRE),2,F,123,4.33,N G McCullagh,Mrs John Harrington,,,Bungle Inthejungle (GB),Al Sultana (GB),Charm Spirit
2023-06-23,IRE,Down Royal,19:45,Freixenet Pro Median Auction Maiden (IRE Incentive Race),Flat,nan,7f,7f,Good,Turf,14,12,6.0,9,5139925,Tartaraghan (IRE),2,F,120,51.0,Siobhan Rutledge,John C McConnell,,,Kessaar (IRE),Society Pearl (IRE),Kheleyf
2023-06-23,IRE,Down Royal,19:45,Freixenet Pro Median Auction Maiden (IRE Incentive Race),Flat,nan,7f,7f,Good,Turf,14,11,7.0,3,5139923,Not Far To Fall (IRE),2,G,119,29.0,Dean Curran,Kevin Prendergast,,,Prince Of Lir (IRE),Joyous (GB),Assertive
2023-06-23,IRE,Down Royal,19:45,Freixenet Pro Median Auction Maiden (IRE Incentive Race),Flat,nan,7f,7f,Good,Turf,14,4,8.0,4,5139921,Look At The Stars (GB),2,C,132,6.0,Declan McDonogh,Joseph Patrick OBrien,,,Muhaarar (GB),Wilbury Twist (GB),Pivotal
2023-06-23,IRE,Down Royal,19:45,Freixenet Pro Median Auction Maiden (IRE Incentive Race),Flat,nan,7f,7f,Good,Turf,14,7,9.0,5,5139922,Maria Land (IRE),2,F,129,21.0,Donagh OConnor,John C McConnell,,,Land Force (IRE),Villa Maria (GB),Makfi
2023-06-23,IRE,Down Royal,19:45,Freixenet Pro Median Auction Maiden (IRE Incentive Race),Flat,nan,7f,7f,Good,Turf,14,8,10.0,17,5139920,Begleys Forge (IRE),2,G,125,34.0,Mpumelelo Mjoka,Kevin Thomas Coleman,,,Tagula (IRE),Muffin (UAE),Halling
2023-06-23,IRE,Down Royal,19:45,Freixenet Pro Median Auction Maiden (IRE Incentive Race),Flat,nan,7f,7f,Good,Turf,14,14,11.0,13,5118304,Victors Choice (IRE),2,F,121,10.0,Leigh Roche,Adrian Murray,,,The Last Lion (IRE),Northern Jewel (IRE),Nayef
2023-06-23,IRE,Down Royal,19:45,Freixenet Pro Median Auction Maiden (IRE Incentive Race),Flat,nan,7f,7f,Good,Turf,14,1,12.0,12,5019603,Glengarriff (IRE),2,C,127,19.0,Paddy Harnett,W P Browne,,,Profitable (IRE),Indulged (GB),Teofilo
2023-06-23,IRE,Down Royal,19:45,Freixenet Pro Median Auction Maiden (IRE Incentive Race),Flat,nan,7f,7f,Good,Turf,14,2,13.0,15,5139924,Redondo (GB),2,C,127,23.0,Hugh Horgan,Josh Halley,,,Territories (IRE),Chincoteague (IRE),Daylami
2023-06-23,IRE,Down Royal,19:45,Freixenet Pro Median Auction Maiden (IRE Incentive Race),Flat,nan,7f,7f,Good,Turf,14,5,14.0,10,5019607,St Laurences Gate (IRE),2,C,132,7.0,W J Lee,James M Barrett,,,Holy Roman Emperor (IRE),Maid For Sunshine (GB),Forestry
2023-06-23,IRE,Down Royal,17:25,Future Ticketing Supporting Irish Racing Handicap,Flat,nan,5f,5f,Good,Turf,12,10,1.0,3,4922349,So Majestic (IRE),3,F,130,9.0,Leigh Roche,Miss Kate McGivern,,58.0,Siyouni (FR),Stars So Bright (IRE),Sea The Stars
2023-06-23,IRE,Down Royal,17:25,Future Ticketing Supporting Irish Racing Handicap,Flat,nan,5f,5f,Good,Turf,12,7,2.0,4,4299525,Distillate (GB),3,F,131,12.0,Donagh OConnor,Adrian McGuinness,,59.0,Havana Grey (GB),Dolly Colman (IRE),Diamond Green
2023-06-23,IRE,Down Royal,17:25,Future Ticketing Supporting Irish Racing Handicap,Flat,nan,5f,5f,Good,Turf,12,12,3.0,2,4493064,Spirit Of Eagles (IRE),3,F,121,15.0,Danny Sheehy,M C Grassick,,52.0,Gleneagles (IRE),Tranquil Spirit (IRE),Invincible Spirit
2023-06-23,IRE,Down Royal,17:25,Future Ticketing Supporting Irish Racing Handicap,Flat,nan,5f,5f,Good,Turf,12,2,4.0,13,4628807,Rathbranchurch (IRE),3,G,140,6.0,Gary Carroll,Michael Mulvany,,68.0,Buratino (IRE),Dafariyna (IRE),Nashwan
2023-06-23,IRE,Down Royal,17:25,Future Ticketing Supporting Irish Racing Handicap,Flat,nan,5f,5f,Good,Turf,12,9,5.0,12,4328556,Havana Notion (GB),3,G,123,5.5,Hugh Horgan,John James Feane,,58.0,Havana Grey (GB),Copy-Cat (GB),Lion Cavern
2023-06-23,IRE,Down Royal,17:25,Future Ticketing Supporting Irish Racing Handicap,Flat,nan,5f,5f,Good,Turf,12,11,6.0,6,4326494,American In Paris (IRE),3,F,119,13.0,Siobhan Rutledge,Denis Gerard Hogan,,52.0,Starspangledbanner (AUS),Parisian Chic (IRE),Kodiac
2023-06-23,IRE,Down Royal,17:25,Future Ticketing Supporting Irish Racing Handicap,Flat,nan,5f,5f,Good,Turf,12,14,7.0,15,4550202,My Girl Sioux (IRE),3,F,119,9.0,Andrew Slattery,Andrew Slattery,,47.0,Sioux Nation (USA),Jessica Jo (IRE),Mastercraftsman
2023-06-23,IRE,Down Royal,17:25,Future Ticketing Supporting Irish Racing Handicap,Flat,nan,5f,5f,Good,Turf,12,3,8.0,1,4963786,Prove It (GB),3,C,138,17.0,Shane Crosse,M D OCallaghan,,66.0,Dutch Art (GB),Rosebride (GB),Mayson
2023-06-23,IRE,Down Royal,17:25,Future Ticketing Supporting Irish Racing Handicap,Flat,nan,5f,5f,Good,Turf,12,5,9.0,8,4245984,Coco Hill (IRE),3,F,133,13.0,Shane B Kelly,Micky Fenton,,61.0,Anjaal (GB),Clifton Dancer (GB),Fraam
2023-06-23,IRE,Down Royal,17:25,Future Ticketing Supporting Irish Racing Handicap,Flat,nan,5f,5f,Good,Turf,12,8,10.0,11,4249768,Autumnal Breeze (IRE),3,F,130,7.0,J M Sheridan,Denis Gerard Hogan,,58.0,Bungle Inthejungle (GB),Lake Nona (GB),Authorized
2023-06-23,IRE,Down Royal,17:25,Future Ticketing Supporting Irish Racing Handicap,Flat,nan,5f,5f,Good,Turf,12,4,11.0,10,4642817,Las Cuatro (USA),3,F,131,34.0,Jake Coen,G M Lyons,,64.0,Kittens Joy (USA),Blush (USA),Menifee
2023-06-23,IRE,Down Royal,17:25,Future Ticketing Supporting Irish Racing Handicap,Flat,nan,5f,5f,Good,Turf,12,6,12.0,5,4522996,Sneddy Eddie (IRE),3,G,133,6.0,Declan McDonogh,Mark Michael McNiff,,61.0,Churchill (IRE),Water Feature (GB),Dansili
2023-06-23,IRE,Down Royal,16:50,ELECC Maiden,Flat,nan,5f,5f,Good,Turf,9,8,1.0,5,5087213,Gunzburg (IRE),2,F,128,2.25,W J Lee,P Twomey,,,Sioux Nation (USA),Minnelli (GB),Showcasing
2023-06-23,IRE,Down Royal,16:50,ELECC Maiden,Flat,nan,5f,5f,Good,Turf,9,4,2.0,1,5113871,GDay Mate (GB),2,C,130,9.0,Scott McCullagh,Mrs John Harrington,,,Havana Grey (GB),Scarlet Ribbons (GB),Zoffany
2023-06-23,IRE,Down Royal,16:50,ELECC Maiden,Flat,nan,5f,5f,Good,Turf,9,3,3.0,8,5073314,Clonmacash (GB),2,C,133,26.0,Leigh Roche,Miss Natalia Lupini,,,Charming Thought (GB),Orientate (GB),Equiano
2023-06-23,IRE,Down Royal,16:50,ELECC Maiden,Flat,nan,5f,5f,Good,Turf,9,1,4.0,3,4992662,Carnegie Hall (IRE),2,C,126,5.0,Killian Hennessy,A P OBrien,,,No Nay Never (USA),Compression (USA),First Defence
2023-06-23,IRE,Down Royal,16:50,ELECC Maiden,Flat,nan,5f,5f,Good,Turf,9,9,5.0,9,5063754,Seven Eleven (GB),2,F,128,29.0,Donagh OConnor,J F Levins,,,Ten Sovereigns (IRE),True Verdict (IRE),Danehill Dancer
2023-06-23,IRE,Down Royal,16:50,ELECC Maiden,Flat,nan,5f,5f,Good,Turf,9,6,6.0,7,4963772,Sturlasson (IRE),2,G,128,4.5,Oisin McSweeney,Kieran P Cotter,,,Invincible Army (IRE),Angelic Light (IRE),Dark Angel
2023-06-23,IRE,Down Royal,16:50,ELECC Maiden,Flat,nan,5f,5f,Good,Turf,9,2,7.0,4,4963762,Charles Atlas (IRE),2,G,133,12.0,Declan McDonogh,W McCreery,,,Cotai Glory (GB),Sweetest Taboo (IRE),Camacho
2023-06-23,IRE,Down Royal,16:50,ELECC Maiden,Flat,nan,5f,5f,Good,Turf,9,7,8.0,6,5139919,Tarsus (IRE),2,C,133,21.0,Andrew Slattery,Andrew Slattery,,,Kuroshio (AUS),Cilicia (IRE),Dandy Man
2023-06-23,IRE,Down Royal,16:50,ELECC Maiden,Flat,nan,5f,5f,Good,Turf,9,5,9.0,2,5139918,Kayson Cian (IRE),2,C,133,101.0,N G McCullagh,Peter McCreery,,,Soldiers Call (GB),Harvest Joy (IRE),Daggers Drawn
2023-06-23,IRE,Down Royal,18:00,Mount Charles Handicap,Flat,nan,5f,5f,Good,Turf,12,2,1.0,6,3835609,Dun Na Sead (IRE),4,F,135,4.33,Oisin McSweeney,Kieran P Cotter,,75.0,Starspangledbanner (AUS),Alice Thornton (GB),Hurricane Run
2023-06-23,IRE,Down Royal,18:00,Mount Charles Handicap,Flat,nan,5f,5f,Good,Turf,12,7,2.0,11,3879040,Tamazu (IRE),4,C,133,17.0,J M Sheridan,Fergal Birrane,,68.0,Tamayuz (GB),Cnocan Gold (IRE),Danehill Dancer
2023-06-23,IRE,Down Royal,18:00,Mount Charles Handicap,Flat,nan,5f,5f,Good,Turf,12,4,3.0,13,2901179,Arnhem (IRE),7,G,139,8.0,W J Lee,M G Quinn,,74.0,Dandy Man (IRE),My Causeway Dream (IRE),Giants Causeway
2023-06-23,IRE,Down Royal,18:00,Mount Charles Handicap,Flat,nan,5f,5f,Good,Turf,12,3,4.0,15,3326341,Hallowed Time (IRE),5,G,140,15.0,Declan McDonogh,E J ONeill,,75.0,Hallowed Crown (AUS),Groupetime (USA),Gilded Time
2023-06-23,IRE,Down Royal,18:00,Mount Charles Handicap,Flat,nan,5f,5f,Good,Turf,12,11,5.0,4,3699102,Astral Beat (IRE),4,G,121,67.0,Siobhan Rutledge,Lee Smyth,,61.0,Cotai Glory (GB),Beat The Stars (IRE),Verglas
2023-06-23,IRE,Down Royal,18:00,Mount Charles Handicap,Flat,nan,5f,5f,Good,Turf,12,8,6.0,10,3125473,Livingston Range (IRE),5,G,131,9.0,Gary Carroll,Leanne Breen,,66.0,Equiano (FR),Heavens Peak (GB),Pivotal
2023-06-23,IRE,Down Royal,18:00,Mount Charles Handicap,Flat,nan,5f,5f,Good,Turf,12,1,7.0,14,3102126,Collective Power (IRE),5,G,141,5.5,Shane Crosse,Edward Lynam,,76.0,Slade Power (IRE),Gathering Power (IRE),Kyllachy
2023-06-23,IRE,Down Royal,18:00,Mount Charles Handicap,Flat,nan,5f,5f,Good,Turf,12,6,8.0,8,1646609,Nordic Passage (IRE),8,G,134,6.5,Donagh OConnor,J F Levins,,69.0,Dabirsim (FR),Nordic Spruce (USA),Dynaformer
2023-06-23,IRE,Down Royal,18:00,Mount Charles Handicap,Flat,nan,5f,5f,Good,Turf,12,5,9.0,12,3437925,Adnaan (GB),4,G,136,11.0,Andrew Slattery,J F Levins,,71.0,Ardad (IRE),News Desk (GB),Cape Cross
2023-06-23,IRE,Down Royal,18:00,Mount Charles Handicap,Flat,nan,5f,5f,Good,Turf,12,12,10.0,7,3438010,Soi Dao (IRE),4,F,126,10.0,Shane B Kelly,Micky Fenton,,61.0,Twilight Son (GB),Home Cummins (IRE),Rip Van Winkle
2023-06-23,IRE,Down Royal,18:00,Mount Charles Handicap,Flat,nan,5f,5f,Good,Turf,12,9,11.0,1,3662487,Anatoli (GB),4,G,130,17.0,Leigh Roche,John James Feane,,65.0,Aclaim (IRE),Twist Of Magic (IRE),Arcano
2023-06-23,IRE,Down Royal,18:00,Mount Charles Handicap,Flat,nan,5f,5f,Good,Turf,12,10,12.0,3,1980693,Ever Rock (IRE),7,M,126,15.0,Danny Sheehy,J J Lambe,,64.0,Society Rock (IRE),Alhaadh (USA),Diesis
2023-06-23,IRE,Down Royal,20:15,Laura Nicholas Memorial Handicap,Flat,nan,7f,7f,Good,Turf,14,4,1.0,14,2150701,Sunset Nova (IRE),7,G,136,9.0,Andrew Slattery,Andrew Slattery,,56.0,Zebedee (GB),Melodize (GB),Iceman
2023-06-23,IRE,Down Royal,20:15,Laura Nicholas Memorial Handicap,Flat,nan,7f,7f,Good,Turf,14,13,2.0,13,3057695,Sadiqaa (IRE),5,G,120,11.0,Hugh Horgan,H D McGuigan,,47.0,Estidhkaar (IRE),Tatiana Romanova (USA),Mr Greeley
2023-06-23,IRE,Down Royal,20:15,Laura Nicholas Memorial Handicap,Flat,nan,7f,7f,Good,Turf,14,3,3.0,10,3097225,I Know I Can (GB),6,G,136,10.0,J M Sheridan,Fergal Birrane,,56.0,Roderic OConnor (IRE),Salsa Brava (IRE),Almutawakel I
2023-06-23,IRE,Down Royal,20:15,Laura Nicholas Memorial Handicap,Flat,nan,7f,7f,Good,Turf,14,9,4.0,4,3164281,Kratos (GB),5,G,124,12.0,Siobhan Rutledge,John C McConnell,,49.0,Equiano (FR),Miss Rimex (IRE),Ezzoud
2023-06-23,IRE,Down Royal,20:15,Laura Nicholas Memorial Handicap,Flat,nan,7f,7f,Good,Turf,14,6,5.0,11,2724425,Swiss Army Officer (IRE),8,G,131,5.5,Calvin Ngcobo,Kevin Thomas Coleman,,54.0,Swiss Spirit (GB),Dyna Bowl (USA),Dynaformer
2023-06-23,IRE,Down Royal,20:15,Laura Nicholas Memorial Handicap,Flat,nan,7f,7f,Good,Turf,14,14,6.0,2,4672835,Miss Slovakia (IRE),3,F,119,29.0,Leigh Roche,Edward Lynam,,48.0,Kodiac (GB),Two For Tea (IRE),Mount Nelson
2023-06-23,IRE,Down Royal,20:15,Laura Nicholas Memorial Handicap,Flat,nan,7f,7f,Good,Turf,14,5,7.0,3,3323490,Wee Pablo (IRE),6,G,135,6.5,Declan McDonogh,H Rogers,,55.0,Zebedee (GB),Hilltown Gal (IRE),Holy Roman Emperor
2023-06-23,IRE,Down Royal,20:15,Laura Nicholas Memorial Handicap,Flat,nan,7f,7f,Good,Turf,14,7,8.0,9,3233473,Epaulawn (IRE),5,G,130,5.5,W J Lee,M G Quinn,,50.0,Epaulette (AUS),Fierce Fawn (USA),Latent Heat
2023-06-23,IRE,Down Royal,20:15,Laura Nicholas Memorial Handicap,Flat,nan,7f,7f,Good,Turf,14,2,9.0,12,3703486,Above It All (IRE),4,G,139,26.0,Donagh OConnor,John C McConnell,,59.0,Kodiac (GB),Top Dollar (GB),Elusive Quality
2023-06-23,IRE,Down Royal,20:15,Laura Nicholas Memorial Handicap,Flat,nan,7f,7f,Good,Turf,14,8,10.0,6,4597190,Redshore City (IRE),3,G,125,7.5,Oisin McSweeney,John C McConnell,,59.0,Gutaifan (IRE),Suedehead (GB),Cape Cross
2023-06-23,IRE,Down Royal,20:15,Laura Nicholas Memorial Handicap,Flat,nan,7f,7f,Good,Turf,14,10,11.0,5,3707479,Black Bridie (IRE),4,F,117,81.0,Sean Bird,J Larkin,,47.0,Vadamos (FR),Diamond Finesse (IRE),Red Clubs
2023-06-23,IRE,Down Royal,20:15,Laura Nicholas Memorial Handicap,Flat,nan,7f,7f,Good,Turf,14,12,12.0,1,3717669,Helmet Star (GB),4,F,124,26.0,Danny Sheehy,J Larkin,,47.0,Helmet (AUS),Burlesque Star (IRE),Thousand Words
2023-06-23,IRE,Down Royal,20:15,Laura Nicholas Memorial Handicap,Flat,nan,7f,7f,Good,Turf,14,11,13.0,15,3152179,Breagagh (IRE),5,G,127,15.0,Gary Carroll,S Michael Millar,,47.0,Slade Power (IRE),Coumlara (IRE),High Chaparral
2023-06-23,IRE,Down Royal,20:15,Laura Nicholas Memorial Handicap,Flat,nan,7f,7f,Good,Turf,14,15,14.0,8,4612964,Ledger (IRE),3,G,129,26.0,Jake Coen,Paul Traynor,,63.0,Profitable (IRE),Kathy Glory (IRE),Epaulette
2023-06-23,IRE,Down Royal,19:10,His Majestys Plate,Flat,Class 1,2m,16f,Good,Turf,6,6,1.0,8,3413893,Powerful Aggie (FR),5,M,126,5.0,Declan McDonogh,Joseph Patrick OBrien,,94.0,Protectionist (GER),Papagena Star (IRE),Amadeus Wolf
2023-06-23,IRE,Down Royal,19:10,His Majestys Plate,Flat,Class 1,2m,16f,Good,Turf,6,1,2.0,2,3241338,Taipan (FR),5,G,131,1.91,Scott McCullagh,Mrs John Harrington,,100.0,Frankel (GB),Kenzadargent (FR),Kendargent
2023-06-23,IRE,Down Royal,19:10,His Majestys Plate,Flat,Class 1,2m,16f,Good,Turf,6,4,3.0,5,3250787,La Hacienda (GB),6,M,126,23.0,Gary Carroll,Matthew J Smith,,84.0,Free Eagle (IRE),La Hermana (GB),Hernando
2023-06-23,IRE,Down Royal,19:10,His Majestys Plate,Flat,Class 1,2m,16f,Good,Turf,6,2,4.0,7,3116514,Wordsworth (IRE),5,H,131,13.0,Andrew Slattery,Josh Halley,,106.0,Galileo (IRE),Chelsea Rose (IRE),Desert King
2023-06-23,IRE,Down Royal,19:10,His Majestys Plate,Flat,Class 1,2m,16f,Good,Turf,6,5,5.0,6,3505933,Mellow Magic (GB),5,M,126,7.5,N G McCullagh,Mrs John Harrington,,87.0,Nathaniel (IRE),Lady Brora (GB),Dashing Blade
2023-06-23,IRE,Down Royal,19:10,His Majestys Plate,Flat,Class 1,2m,16f,Good,Turf,6,7,6.0,4,3600665,Sea Oscar (GB),5,M,126,19.0,Hugh Horgan,Joseph Patrick OBrien,,59.0,Sea The Stars (IRE),Aktoria (FR),Canford Cliffs
2023-06-23,IRE,Down Royal,18:35,Irish Stallion Farms EBF Fillies Handicap,Flat,nan,5f,5f,Good,Turf,8,6,1.0,6,3593790,Curraheen Princess (IRE),5,M,127,7.0,Andrew Slattery,N Stokes,,75.0,Prince Of Lir (IRE),Joyful Risk (IRE),Kheleyf
2023-06-23,IRE,Down Royal,18:35,Irish Stallion Farms EBF Fillies Handicap,Flat,nan,5f,5f,Good,Turf,8,9,2.0,2,4550206,Greek Flower (IRE),4,F,119,5.5,Leigh Roche,John James Feane,,67.0,Australia (GB),Timeless Call (IRE),Sakhee
2023-06-23,IRE,Down Royal,18:35,Irish Stallion Farms EBF Fillies Handicap,Flat,nan,5f,5f,Good,Turf,8,2,3.0,7,3515054,Loveday (IRE),4,F,135,6.0,W J Lee,W McCreery,,83.0,Bungle Inthejungle (GB),Bank On Black (IRE),Big Bad Bob
2023-06-23,IRE,Down Royal,18:35,Irish Stallion Farms EBF Fillies Handicap,Flat,nan,5f,5f,Good,Turf,8,1,4.0,1,4274084,Maria Branwell (IRE),3,F,133,4.0,Hugh Horgan,Joseph Patrick OBrien,,94.0,James Garfield (IRE),Princess Pearl (IRE),Teofilo
2023-06-23,IRE,Down Royal,18:35,Irish Stallion Farms EBF Fillies Handicap,Flat,nan,5f,5f,Good,Turf,8,4,5.0,9,4409369,Escaping Thejungle (IRE),3,F,129,5.5,J M Sheridan,E D Delany,,83.0,Bungle Inthejungle (GB),Clodilla (IRE),Clodovil
2023-06-23,IRE,Down Royal,18:35,Irish Stallion Farms EBF Fillies Handicap,Flat,nan,5f,5f,Good,Turf,8,3,6.0,3,3187268,Screen Siren (IRE),5,M,134,5.5,Gary Carroll,Sarah Lynam,,82.0,Slade Power (IRE),Chelsy (IRE),Statue Of Liberty
2023-06-23,IRE,Down Royal,18:35,Irish Stallion Farms EBF Fillies Handicap,Flat,nan,5f,5f,Good,Turf,8,8,7.0,8,4175665,Excesso Velocidad (IRE),3,F,110,41.0,Wayne Hassett,Joseph Patrick OBrien,,74.0,Exceed And Excel (AUS),Nazli (IRE),Invincible Spirit
2023-06-23,IRE,Down Royal,18:35,Irish Stallion Farms EBF Fillies Handicap,Flat,nan,5f,5f,Good,Turf,8,7,8.0,4,4465668,Freedom Falls (IRE),3,F,123,21.0,N G McCullagh,Jack W Davison,,77.0,Muhaarar (GB),Veronica Falls (GB),Medicean
2023-06-23,IRE,Limerick,17:40,Follow Limerick Races On Instagram Rated Race,Flat,nan,6½f,6.5f,Yielding To Soft,Turf,7,2,1.0,7,4215687,Furnace Creek (IRE),4,G,132,8.0,Ben Coen,Joseph Anthony Murray,,75.0,Divine Prophet (AUS),Valamareha (IRE),Val Royal
2023-06-23,IRE,Limerick,17:40,Follow Limerick Races On Instagram Rated Race,Flat,nan,6½f,6.5f,Yielding To Soft,Turf,7,4,2.0,6,4652617,First Gentleman (IRE),3,C,129,4.0,Nathan Crosse,Mrs John Harrington,,79.0,Camacho (GB),Floriade (IRE),Invincible Spirit
2023-06-23,IRE,Limerick,17:40,Follow Limerick Races On Instagram Rated Race,Flat,nan,6½f,6.5f,Yielding To Soft,Turf,7,5,3.0,1,3273553,Secret Road (IRE),5,G,129,11.0,Seamie Heffernan,Gerard Keane,,72.0,Gutaifan (IRE),Secret Path (IRE),Approve
2023-06-23,IRE,Limerick,17:40,Follow Limerick Races On Instagram Rated Race,Flat,nan,6½f,6.5f,Yielding To Soft,Turf,7,7,4.0,2,3652261,Little Queenie (IRE),4,F,127,4.33,Luke McAteer,Paul W Flynn,,69.0,Camacho (GB),Chute Hall Lady (IRE),Dark Angel
2023-06-23,IRE,Limerick,17:40,Follow Limerick Races On Instagram Rated Race,Flat,nan,6½f,6.5f,Yielding To Soft,Turf,7,1,5.0,5,1371675,Dream Today (IRE),8,G,135,9.0,Cian MacRedmond,Adrian McGuinness,,83.0,Dream Ahead (USA),Macheera (IRE),Machiavellian
2023-06-23,IRE,Limerick,17:40,Follow Limerick Races On Instagram Rated Race,Flat,nan,6½f,6.5f,Yielding To Soft,Turf,7,3,6.0,3,3502549,Mercurial (IRE),4,G,130,6.0,Rachael Blackmore,John J Nallen,,73.0,Prince Of Lir (IRE),Conjuring (IRE),Showcasing
2023-06-23,IRE,Limerick,17:40,Follow Limerick Races On Instagram Rated Race,Flat,nan,6½f,6.5f,Yielding To Soft,Turf,7,6,7.0,4,4245955,Vanguard Star (IRE),3,G,122,6.0,Conor Stone-Walsh,Joseph Patrick OBrien,,79.0,Starspangledbanner (AUS),Mimiteh (USA),Marias Mon
2023-06-23,IRE,Limerick,19:55,Limerick Racecourse Apprentice Handicap,Flat,nan,1m3½f,11.5f,Yielding,Turf,16,9,1.0,9,2677090,Bear Claws (IRE),7,G,121,34.0,Calum Hogan,E McNamara,,51.0,Mukhadram (GB),Shawhill (GB),Dr Fong
2023-06-23,IRE,Limerick,19:55,Limerick Racecourse Apprentice Handicap,Flat,nan,1m3½f,11.5f,Yielding,Turf,16,10,2.0,3,3257900,Dinamine (IRE),5,G,121,17.0,Mr C McConnell,John C McConnell,,51.0,Red Jazz (USA),Pardoned (IRE),Mujadil
